AccSpeciesID,ObservationID,AccSpeciesName1,Longitude,Latitude,LDMC,Leafph,FROM
7356,16688,Betula pendula,-1.5,53.4,0.326118326,,try
7356,16689,Betula pendula,-1.5,53.4,0.371648659,,try
7356,16690,Betula pendula,-1.5,53.4,0.43333283,,try
7356,16691,Betula pendula,-1.5,53.4,0.336186087,,try
7356,16692,Betula pendula,-1.5,53.4,0.384353741,,try
7356,16693,Betula pendula,-1.5,53.4,0.45117232,,try
7356,16694,Betula pendula,-1.5,53.4,0.346320346,,try
7356,16695,Betula pendula,-1.5,53.4,0.355363075,,try
7356,16696,Betula pendula,-1.5,53.4,0.408418681,,try
7356,16697,Betula pendula,-1.5,53.4,0.374318882,,try
7356,16698,Betula pendula,-1.5,53.4,0.381998953,,try
7356,16699,Betula pendula,-1.5,53.4,0.412240126,,try
7356,16700,Betula pendula,-1.5,53.4,0.318046038,,try
7356,16701,Betula pendula,-1.5,53.4,0.366591081,,try
7356,16702,Betula pendula,-1.5,53.4,0.42909658,,try
7356,16703,Betula pendula,-1.5,53.4,0.340586566,,try
7356,16704,Betula pendula,-1.5,53.4,0.369897959,,try
9621,16795,Calluna vulgaris,-1.5,53.4,0.290377931,,try
9621,16796,Calluna vulgaris,-1.5,53.4,0.394265233,,try
9621,16797,Calluna vulgaris,-1.5,53.4,0.533751962,,try
9621,16798,Calluna vulgaris,-1.5,53.4,0.389998932,,try
9621,16799,Calluna vulgaris,-1.5,53.4,0.405293631,,try
9621,16800,Calluna vulgaris,-1.5,53.4,0.554550934,,try
9621,16801,Calluna vulgaris,-1.5,53.4,0.307976594,,try
9621,16802,Calluna vulgaris,-1.5,53.4,0.394594061,,try
9621,16803,Calluna vulgaris,-1.5,53.4,0.388401171,,try
9621,16804,Calluna vulgaris,-1.5,53.4,0.332189926,,try
9621,16805,Calluna vulgaris,-1.5,53.4,0.442757748,,try
9621,16806,Calluna vulgaris,-1.5,53.4,0.547829751,,try
9621,16807,Calluna vulgaris,-1.5,53.4,0.282658273,,try
9621,16808,Calluna vulgaris,-1.5,53.4,0.369367151,,try
9621,16809,Calluna vulgaris,-1.5,53.4,0.476190476,,try
9621,16810,Calluna vulgaris,-1.5,53.4,0.382972455,,try
9621,16811,Calluna vulgaris,-1.5,53.4,0.406858471,,try
9621,16812,Calluna vulgaris,-1.5,53.4,0.424956539,,try
9621,16813,Calluna vulgaris,-1.5,53.4,0.425328554,,try
9621,16814,Calluna vulgaris,-1.5,53.4,0.387096774,,try
14595,16860,Cornus sanguinea,-1.5,53.4,0.329703182,,try
14595,16861,Cornus sanguinea,-1.5,53.4,0.372062182,,try
14595,16862,Cornus sanguinea,-1.5,53.4,0.34659197,,try
14595,16863,Cornus sanguinea,-1.5,53.4,0.332346679,,try
14595,16864,Cornus sanguinea,-1.5,53.4,0.35572047,,try
14595,16865,Cornus sanguinea,-1.5,53.4,0.328849722,,try
14595,16866,Cornus sanguinea,-1.5,53.4,0.327815246,,try
14595,16867,Cornus sanguinea,-1.5,53.4,0.358600583,,try
14595,16868,Cornus sanguinea,-1.5,53.4,0.347246718,,try
14595,16869,Cornus sanguinea,-1.5,53.4,0.333994709,,try
14595,16870,Cornus sanguinea,-1.5,53.4,0.331487634,,try
14595,16871,Cornus sanguinea,-1.5,53.4,0.317528824,,try
14595,16872,Cornus sanguinea,-1.5,53.4,0.336753486,,try
14595,16873,Cornus sanguinea,-1.5,53.4,0.35004293,,try
14595,16874,Cornus sanguinea,-1.5,53.4,0.332046332,,try
14595,16875,Cornus sanguinea,-1.5,53.4,0.361663653,,try
14595,16876,Cornus sanguinea,-1.5,53.4,0.319434951,,try
14595,16877,Cornus sanguinea,-1.5,53.4,0.369671,,try
14595,16878,Cornus sanguinea,-1.5,53.4,0.334869432,,try
14595,16879,Cornus sanguinea,-1.5,53.4,0.340019569,,try
14595,16880,Cornus sanguinea,-1.5,53.4,0.33970276,,try
14595,16881,Cornus sanguinea,-1.5,53.4,0.360009172,,try
14595,16882,Cornus sanguinea,-1.5,53.4,0.343225213,,try
14595,16883,Cornus sanguinea,-1.5,53.4,0.367566381,,try
14595,16884,Cornus sanguinea,-1.5,53.4,0.306339096,,try
14595,16885,Cornus sanguinea,-1.5,53.4,0.369500318,,try
14595,16886,Cornus sanguinea,-1.5,53.4,0.334023464,,try
14595,16887,Cornus sanguinea,-1.5,53.4,0.351681142,,try
14595,16888,Cornus sanguinea,-1.5,53.4,0.333951763,,try
14595,16889,Cornus sanguinea,-1.5,53.4,0.330357143,,try
15090,16950,Crataegus monogyna,-1.5,53.4,0.453231226,,try
15090,16951,Crataegus monogyna,-1.5,53.4,0.434532374,,try
15090,16952,Crataegus monogyna,-1.5,53.4,0.394435801,,try
15090,16953,Crataegus monogyna,-1.5,53.4,0.41001994,,try
15090,16954,Crataegus monogyna,-1.5,53.4,0.45487533,,try
15090,16955,Crataegus monogyna,-1.5,53.4,0.427678571,,try
15090,16956,Crataegus monogyna,-1.5,53.4,0.384247449,,try
15090,16957,Crataegus monogyna,-1.5,53.4,0.396732026,,try
15090,16958,Crataegus monogyna,-1.5,53.4,0.452282179,,try
15090,16959,Crataegus monogyna,-1.5,53.4,0.44207723,,try
15090,16960,Crataegus monogyna,-1.5,53.4,0.386722782,,try
15090,16961,Crataegus monogyna,-1.5,53.4,0.404944587,,try
15090,16962,Crataegus monogyna,-1.5,53.4,0.450843514,,try
15090,16963,Crataegus monogyna,-1.5,53.4,0.456818182,,try
15090,16964,Crataegus monogyna,-1.5,53.4,0.415387394,,try
15090,16965,Crataegus monogyna,-1.5,53.4,0.391456583,,try
15090,16966,Crataegus monogyna,-1.5,53.4,0.432327583,,try
15090,16967,Crataegus monogyna,-1.5,53.4,0.438356164,,try
15090,16968,Crataegus monogyna,-1.5,53.4,0.390868212,,try
15090,16969,Crataegus monogyna,-1.5,53.4,0.382642508,,try
15090,16970,Crataegus monogyna,-1.5,53.4,0.425885593,,try
15090,16971,Crataegus monogyna,-1.5,53.4,0.421259843,,try
15090,16972,Crataegus monogyna,-1.5,53.4,0.400123686,,try
15090,16973,Crataegus monogyna,-1.5,53.4,0.373831776,,try
15090,16974,Crataegus monogyna,-1.5,53.4,0.446754311,,try
15090,16975,Crataegus monogyna,-1.5,53.4,0.418181818,,try
15090,16976,Crataegus monogyna,-1.5,53.4,0.397659064,,try
15090,16977,Crataegus monogyna,-1.5,53.4,0.405797101,,try
15090,16978,Crataegus monogyna,-1.5,53.4,0.425030428,,try
15090,16979,Crataegus monogyna,-1.5,53.4,0.431034483,,try
15090,16980,Crataegus monogyna,-1.5,53.4,0.395963857,,try
15090,16981,Crataegus monogyna,-1.5,53.4,0.405301786,,try
15090,16982,Crataegus monogyna,-1.5,53.4,0.462376991,,try
15090,16983,Crataegus monogyna,-1.5,53.4,0.403149606,,try
15090,16984,Crataegus monogyna,-1.5,53.4,0.399340187,,try
15090,16985,Crataegus monogyna,-1.5,53.4,0.401960784,,try
15090,16986,Crataegus monogyna,-1.5,53.4,0.440785899,,try
15090,16987,Crataegus monogyna,-1.5,53.4,0.458041958,,try
15090,16988,Crataegus monogyna,-1.5,53.4,0.391514501,,try
15090,16989,Crataegus monogyna,-1.5,53.4,0.406862745,,try
15090,16990,Crataegus monogyna,-1.5,53.4,0.455398597,,try
15090,16991,Crataegus monogyna,-1.5,53.4,0.465771812,,try
15090,16992,Crataegus monogyna,-1.5,53.4,0.399612359,,try
15090,16993,Crataegus monogyna,-1.5,53.4,0.377545249,,try
15090,16994,Crataegus monogyna,-1.5,53.4,0.439564266,,try
15090,16995,Crataegus monogyna,-1.5,53.4,0.43,,try
15090,16996,Crataegus monogyna,-1.5,53.4,0.380690738,,try
15090,16997,Crataegus monogyna,-1.5,53.4,0.397395599,,try
15090,16998,Crataegus monogyna,-1.5,53.4,0.443695093,,try
15090,16999,Crataegus monogyna,-1.5,53.4,0.434951456,,try
15090,17000,Crataegus monogyna,-1.5,53.4,0.39791036,,try
15090,17001,Crataegus monogyna,-1.5,53.4,0.39085833,,try
15090,17002,Crataegus monogyna,-1.5,53.4,0.447912727,,try
15090,17003,Crataegus monogyna,-1.5,53.4,0.449681529,,try
15090,17004,Crataegus monogyna,-1.5,53.4,0.411202779,,try
15090,17005,Crataegus monogyna,-1.5,53.4,0.368601986,,try
15090,17006,Crataegus monogyna,-1.5,53.4,0.445930881,,try
15090,17007,Crataegus monogyna,-1.5,53.4,0.445145019,,try
15090,17008,Crataegus monogyna,-1.5,53.4,0.397803792,,try
15090,17009,Crataegus monogyna,-1.5,53.4,0.396140397,,try
20484,17070,Empetrum nigrum,-1.5,53.4,0.366492147,,try
20484,17071,Empetrum nigrum,-1.5,53.4,0.394042232,,try
20484,17072,Empetrum nigrum,-1.5,53.4,0.333946512,,try
20484,17073,Empetrum nigrum,-1.5,53.4,0.392156863,,try
20484,17074,Empetrum nigrum,-1.5,53.4,0.313259874,,try
20484,17075,Empetrum nigrum,-1.5,53.4,0.401960784,,try
20484,17076,Empetrum nigrum,-1.5,53.4,0.330295391,,try
20484,17077,Empetrum nigrum,-1.5,53.4,0.404725993,,try
20484,17078,Empetrum nigrum,-1.5,53.4,0.337591623,,try
20484,17079,Empetrum nigrum,-1.5,53.4,0.360101578,,try
20484,17080,Empetrum nigrum,-1.5,53.4,0.430722729,,try
20484,17081,Empetrum nigrum,-1.5,53.4,0.406079592,,try
20484,17082,Empetrum nigrum,-1.5,53.4,0.426476197,,try
20484,17083,Empetrum nigrum,-1.5,53.4,0.418791794,,try
20484,17084,Empetrum nigrum,-1.5,53.4,0.446033025,,try
20484,17085,Empetrum nigrum,-1.5,53.4,0.407346037,,try
20484,17086,Empetrum nigrum,-1.5,53.4,0.427640782,,try
20484,17087,Empetrum nigrum,-1.5,53.4,0.44148094,,try
20484,17088,Empetrum nigrum,-1.5,53.4,0.429870488,,try
20484,17089,Empetrum nigrum,-1.5,53.4,0.441477204,,try
23260,17110,Euonymus europaeus,-1.5,53.4,0.335810625,,try
23260,17111,Euonymus europaeus,-1.5,53.4,0.311276026,,try
23260,17112,Euonymus europaeus,-1.5,53.4,0.33529028,,try
23260,17113,Euonymus europaeus,-1.5,53.4,0.317460317,,try
23260,17114,Euonymus europaeus,-1.5,53.4,0.331232493,,try
23260,17115,Euonymus europaeus,-1.5,53.4,0.306339096,,try
23260,17116,Euonymus europaeus,-1.5,53.4,0.339212228,,try
23260,17117,Euonymus europaeus,-1.5,53.4,0.312676669,,try
23260,17118,Euonymus europaeus,-1.5,53.4,0.35385211,,try
23260,17119,Euonymus europaeus,-1.5,53.4,0.310193154,,try
23260,17120,Euonymus europaeus,-1.5,53.4,0.350754936,,try
23260,17121,Euonymus europaeus,-1.5,53.4,0.310559006,,try
23260,17122,Euonymus europaeus,-1.5,53.4,0.341469921,,try
23260,17123,Euonymus europaeus,-1.5,53.4,0.302248677,,try
23260,17124,Euonymus europaeus,-1.5,53.4,0.319241983,,try
23260,17125,Euonymus europaeus,-1.5,53.4,0.311658456,,try
23260,17126,Euonymus europaeus,-1.5,53.4,0.333176175,,try
23260,17127,Euonymus europaeus,-1.5,53.4,0.308802309,,try
23260,17128,Euonymus europaeus,-1.5,53.4,0.317460317,,try
23260,17129,Euonymus europaeus,-1.5,53.4,0.306985738,,try
23260,17130,Euonymus europaeus,-1.5,53.4,0.349206349,,try
23260,17131,Euonymus europaeus,-1.5,53.4,0.312987013,,try
23260,17132,Euonymus europaeus,-1.5,53.4,0.329904762,,try
23260,17133,Euonymus europaeus,-1.5,53.4,0.315600717,,try
23260,17134,Euonymus europaeus,-1.5,53.4,0.340059188,,try
23260,17135,Euonymus europaeus,-1.5,53.4,0.310405644,,try
23260,17136,Euonymus europaeus,-1.5,53.4,0.343337335,,try
23260,17137,Euonymus europaeus,-1.5,53.4,0.296090421,,try
23260,17138,Euonymus europaeus,-1.5,53.4,0.320441989,,try
23260,17139,Euonymus europaeus,-1.5,53.4,0.309333333,,try
23906,17140,Fagus sylvatica,-1.5,53.4,0.410696931,,try
23906,17141,Fagus sylvatica,-1.5,53.4,0.421768707,,try
23906,17142,Fagus sylvatica,-1.5,53.4,0.491172176,,try
23906,17143,Fagus sylvatica,-1.5,53.4,0.444793302,,try
23906,17144,Fagus sylvatica,-1.5,53.4,0.42408377,,try
23906,17145,Fagus sylvatica,-1.5,53.4,0.435786436,,try
23906,17146,Fagus sylvatica,-1.5,53.4,0.492831541,,try
23906,17147,Fagus sylvatica,-1.5,53.4,0.454747116,,try
23906,17148,Fagus sylvatica,-1.5,53.4,0.40947097,,try
23906,17149,Fagus sylvatica,-1.5,53.4,0.431392069,,try
23906,17150,Fagus sylvatica,-1.5,53.4,0.488758553,,try
23906,17151,Fagus sylvatica,-1.5,53.4,0.443207586,,try
23906,17152,Fagus sylvatica,-1.5,53.4,0.430282241,,try
23906,17153,Fagus sylvatica,-1.5,53.4,0.436107103,,try
23906,17154,Fagus sylvatica,-1.5,53.4,0.481842159,,try
23906,17155,Fagus sylvatica,-1.5,53.4,0.43697479,,try
23906,17156,Fagus sylvatica,-1.5,53.4,0.435737207,,try
23906,17157,Fagus sylvatica,-1.5,53.4,0.431839402,,try
23906,17158,Fagus sylvatica,-1.5,53.4,0.480865558,,try
23906,17159,Fagus sylvatica,-1.5,53.4,0.415451895,,try
23906,17160,Fagus sylvatica,-1.5,53.4,0.450105493,,try
23906,17161,Fagus sylvatica,-1.5,53.4,0.431047037,,try
23906,17162,Fagus sylvatica,-1.5,53.4,0.486352357,,try
23906,17163,Fagus sylvatica,-1.5,53.4,0.436071865,,try
23906,17164,Fagus sylvatica,-1.5,53.4,0.433655931,,try
23906,17165,Fagus sylvatica,-1.5,53.4,0.432046586,,try
23906,17166,Fagus sylvatica,-1.5,53.4,0.484461775,,try
23906,17167,Fagus sylvatica,-1.5,53.4,0.442655936,,try
23906,17168,Fagus sylvatica,-1.5,53.4,0.432272788,,try
23906,17169,Fagus sylvatica,-1.5,53.4,0.431313887,,try
23906,17170,Fagus sylvatica,-1.5,53.4,0.491878289,,try
23906,17171,Fagus sylvatica,-1.5,53.4,0.45808646,,try
23906,17172,Fagus sylvatica,-1.5,53.4,0.427652784,,try
23906,17173,Fagus sylvatica,-1.5,53.4,0.427701107,,try
23906,17174,Fagus sylvatica,-1.5,53.4,0.485335342,,try
23906,17175,Fagus sylvatica,-1.5,53.4,0.449442537,,try
23906,17176,Fagus sylvatica,-1.5,53.4,0.453648609,,try
23906,17177,Fagus sylvatica,-1.5,53.4,0.412496209,,try
23906,17178,Fagus sylvatica,-1.5,53.4,0.483358935,,try
23906,17179,Fagus sylvatica,-1.5,53.4,0.466756045,,try
23906,17180,Fagus sylvatica,-1.5,53.4,0.429147713,,try
23906,17181,Fagus sylvatica,-1.5,53.4,0.438988095,,try
23906,17182,Fagus sylvatica,-1.5,53.4,0.475459001,,try
23906,17183,Fagus sylvatica,-1.5,53.4,0.445530325,,try
23906,17184,Fagus sylvatica,-1.5,53.4,0.426883624,,try
23906,17185,Fagus sylvatica,-1.5,53.4,0.409245926,,try
23906,17186,Fagus sylvatica,-1.5,53.4,0.489416076,,try
23906,17187,Fagus sylvatica,-1.5,53.4,0.472168302,,try
23906,17188,Fagus sylvatica,-1.5,53.4,0.425752258,,try
23906,17189,Fagus sylvatica,-1.5,53.4,0.423623995,,try
23906,17190,Fagus sylvatica,-1.5,53.4,0.482942233,,try
23906,17191,Fagus sylvatica,-1.5,53.4,0.441257584,,try
23906,17192,Fagus sylvatica,-1.5,53.4,0.449152428,,try
23906,17193,Fagus sylvatica,-1.5,53.4,0.427599611,,try
23906,17194,Fagus sylvatica,-1.5,53.4,0.483399359,,try
23906,17195,Fagus sylvatica,-1.5,53.4,0.449085884,,try
23906,17196,Fagus sylvatica,-1.5,53.4,0.412646543,,try
23906,17197,Fagus sylvatica,-1.5,53.4,0.432900433,,try
23906,17198,Fagus sylvatica,-1.5,53.4,0.482849555,,try
23906,17199,Fagus sylvatica,-1.5,53.4,0.441619271,,try
25247,17215,Fraxinus excelsior,-1.5,53.4,0.404116816,,try
25247,17216,Fraxinus excelsior,-1.5,53.4,0.312380952,,try
25247,17217,Fraxinus excelsior,-1.5,53.4,0.361734455,,try
25247,17218,Fraxinus excelsior,-1.5,53.4,0.322207701,,try
25247,17219,Fraxinus excelsior,-1.5,53.4,0.356796587,,try
25247,17220,Fraxinus excelsior,-1.5,53.4,0.361209964,,try
25247,17221,Fraxinus excelsior,-1.5,53.4,0.339989759,,try
25247,17222,Fraxinus excelsior,-1.5,53.4,0.36797905,,try
25247,17223,Fraxinus excelsior,-1.5,53.4,0.400023531,,try
25247,17224,Fraxinus excelsior,-1.5,53.4,0.344086022,,try
25247,17225,Fraxinus excelsior,-1.5,53.4,0.3250314,,try
25247,17226,Fraxinus excelsior,-1.5,53.4,0.29995891,,try
25247,17227,Fraxinus excelsior,-1.5,53.4,0.370562722,,try
25247,17228,Fraxinus excelsior,-1.5,53.4,0.341628959,,try
25247,17229,Fraxinus excelsior,-1.5,53.4,0.322216147,,try
25247,17230,Fraxinus excelsior,-1.5,53.4,0.359032502,,try
25247,17231,Fraxinus excelsior,-1.5,53.4,0.340526965,,try
25247,17232,Fraxinus excelsior,-1.5,53.4,0.412587413,,try
25247,17233,Fraxinus excelsior,-1.5,53.4,0.354380575,,try
25247,17234,Fraxinus excelsior,-1.5,53.4,0.353149956,,try
25247,17235,Fraxinus excelsior,-1.5,53.4,0.399534192,,try
25247,17236,Fraxinus excelsior,-1.5,53.4,0.357758621,,try
25247,17237,Fraxinus excelsior,-1.5,53.4,0.336021505,,try
25247,17238,Fraxinus excelsior,-1.5,53.4,0.335730147,,try
25247,17239,Fraxinus excelsior,-1.5,53.4,0.390547616,,try
25247,17240,Fraxinus excelsior,-1.5,53.4,0.344,,try
25247,17241,Fraxinus excelsior,-1.5,53.4,0.307668158,,try
25247,17242,Fraxinus excelsior,-1.5,53.4,0.317591013,,try
25247,17243,Fraxinus excelsior,-1.5,53.4,0.329562453,,try
25247,17244,Fraxinus excelsior,-1.5,53.4,0.334951456,,try
25247,17245,Fraxinus excelsior,-1.5,53.4,0.299637891,,try
25247,17246,Fraxinus excelsior,-1.5,53.4,0.336245199,,try
25247,17247,Fraxinus excelsior,-1.5,53.4,0.318014349,,try
25247,17248,Fraxinus excelsior,-1.5,53.4,0.402222222,,try
25247,17249,Fraxinus excelsior,-1.5,53.4,0.336106898,,try
25247,17250,Fraxinus excelsior,-1.5,53.4,0.338733432,,try
25247,17251,Fraxinus excelsior,-1.5,53.4,0.314944713,,try
25247,17252,Fraxinus excelsior,-1.5,53.4,0.341232227,,try
25247,17253,Fraxinus excelsior,-1.5,53.4,0.330162669,,try
25247,17254,Fraxinus excelsior,-1.5,53.4,0.343000358,,try
25247,17255,Fraxinus excelsior,-1.5,53.4,0.3421794,,try
25247,17256,Fraxinus excelsior,-1.5,53.4,0.340782123,,try
25247,17257,Fraxinus excelsior,-1.5,53.4,0.332919768,,try
25247,17258,Fraxinus excelsior,-1.5,53.4,0.338056086,,try
25247,17259,Fraxinus excelsior,-1.5,53.4,0.362341974,,try
25247,17260,Fraxinus excelsior,-1.5,53.4,0.368534483,,try
25247,17261,Fraxinus excelsior,-1.5,53.4,0.346083789,,try
25247,17262,Fraxinus excelsior,-1.5,53.4,0.354483025,,try
25247,17263,Fraxinus excelsior,-1.5,53.4,0.388483908,,try
25247,17264,Fraxinus excelsior,-1.5,53.4,0.341780822,,try
25247,17265,Fraxinus excelsior,-1.5,53.4,0.309703174,,try
25247,17266,Fraxinus excelsior,-1.5,53.4,0.3190572,,try
25247,17267,Fraxinus excelsior,-1.5,53.4,0.379314029,,try
25247,17268,Fraxinus excelsior,-1.5,53.4,0.417302799,,try
25247,17269,Fraxinus excelsior,-1.5,53.4,0.292071288,,try
25247,17270,Fraxinus excelsior,-1.5,53.4,0.327106649,,try
25247,17271,Fraxinus excelsior,-1.5,53.4,0.318151632,,try
25247,17272,Fraxinus excelsior,-1.5,53.4,0.333816425,,try
25247,17273,Fraxinus excelsior,-1.5,53.4,0.317894244,,try
25247,17274,Fraxinus excelsior,-1.5,53.4,0.329002305,,try
29221,17454,Hippophae rhamnoides,-1.5,53.4,0.288761585,,try
29221,17455,Hippophae rhamnoides,-1.5,53.4,0.297270516,,try
29221,17456,Hippophae rhamnoides,-1.5,53.4,0.254662841,,try
29221,17457,Hippophae rhamnoides,-1.5,53.4,0.307824552,,try
29221,17458,Hippophae rhamnoides,-1.5,53.4,0.307245405,,try
29221,17459,Hippophae rhamnoides,-1.5,53.4,0.305882353,,try
29221,17460,Hippophae rhamnoides,-1.5,53.4,0.302226154,,try
29221,17461,Hippophae rhamnoides,-1.5,53.4,0.284247927,,try
29221,17462,Hippophae rhamnoides,-1.5,53.4,0.310273922,,try
29221,17463,Hippophae rhamnoides,-1.5,53.4,0.31357437,,try
29221,17464,Hippophae rhamnoides,-1.5,53.4,0.305911838,,try
29221,17465,Hippophae rhamnoides,-1.5,53.4,0.305781477,,try
29221,17466,Hippophae rhamnoides,-1.5,53.4,0.312695435,,try
29221,17467,Hippophae rhamnoides,-1.5,53.4,0.303156724,,try
29221,17468,Hippophae rhamnoides,-1.5,53.4,0.30552655,,try
30228,17469,Ilex aquifolium,-1.5,53.4,0.359477124,,try
30228,17470,Ilex aquifolium,-1.5,53.4,0.303867403,,try
30228,17471,Ilex aquifolium,-1.5,53.4,0.377073906,,try
30228,17472,Ilex aquifolium,-1.5,53.4,0.301630435,,try
30228,17473,Ilex aquifolium,-1.5,53.4,0.376157407,,try
30228,17474,Ilex aquifolium,-1.5,53.4,0.305164319,,try
30228,17475,Ilex aquifolium,-1.5,53.4,0.442107223,,try
30228,17476,Ilex aquifolium,-1.5,53.4,0.310650888,,try
